Protein,WT,AT3G52100,AT3G52100
AT2G45240,0,0,4
AT2G46580,0,0,4
AT3G22860,0,0,4
AT3G48500,0,0,4
AT3G49910,0,0,4
AT3G53460,0,0,4
AT1G29880,0,7,3
AT1G59900,0,7,3
AT2G40290,0,6,3
AT3G08900,0,6,3
AT1G02050,0,5,3
AT1G02140,0,5,3
AT1G63000,0,5,3
AT1G75270,0,5,3
AT2G06990,0,5,3
AT2G19570,0,5,3
AT2G27600,0,5,3
AT2G27880,0,5,3
AT2G29320,0,5,3
AT2G40840,0,5,3
AT3G49010,0,5,3
AT3G52990,0,5,3
AT1G04190,0,4,3
AT1G04480,0,4,3
AT1G09490,0,4,3
AT1G14510,0,4,3
AT1G25350,0,4,3
AT1G25350,0,4,3
AT1G25490,0,4,3
AT1G26550,0,4,3
AT1G31440,0,4,3
AT1G42430,0,4,3
AT1G42430,0,4,3
AT1G70310,0,4,3
AT1G74050,0,4,3
AT1G74060,0,4,3
AT2G03750,0,4,3
AT2G16485,0,4,3
AT2G31810,0,4,3
AT2G33370,0,4,3
AT2G39460,0,4,3
AT2G39460,0,4,3
AT2G39840,0,4,3
AT2G45540,0,4,3
AT2G45540,0,4,3
AT3G04400,0,4,3
AT3G04600,0,4,3
AT3G08020,0,4,3
AT3G12290,0,4,3
AT3G15360,0,4,3
AT3G15660,0,4,3
AT3G54960,0,4,3
AT1G03090,0,3,3
AT1G04170,0,3,3
AT1G04510,0,3,3
AT1G04510,0,3,3
AT1G05720,0,3,3
AT1G06500,0,3,3
AT1G06500,0,3,3
AT1G06500,0,3,3
AT1G06500,0,3,3
AT1G06680,0,3,3
AT1G06680,0,3,3
AT1G09490,0,3,3
AT1G09590,0,3,3
AT1G09690,0,3,3
AT1G13930,0,3,3
AT1G13930,0,3,3
AT1G13930,0,3,3
AT1G14320,0,3,3
AT1G14320,0,3,3
AT1G22920,0,3,3
AT1G23800,2,3,3
AT1G24180,0,3,3
AT1G26480,0,3,3
AT1G43190,0,3,3
AT1G43190,0,3,3
AT1G43190,0,3,3
AT1G48030,0,3,3
AT1G48030,0,3,3
AT1G48350,0,3,3
AT1G48900,0,3,3
AT1G48900,0,3,3
AT1G50300,0,3,3
AT1G50670,0,3,3
AT1G53580,0,3,3
AT1G53580,0,3,3
AT1G57660,0,3,3
AT1G57860,0,3,3
AT1G59830,0,3,3
AT1G62640,0,3,3
AT1G62640,0,3,3
AT1G66240,0,3,3
AT1G78680,0,3,3
AT1G78680,0,3,3
AT2G04390,0,3,3
AT2G05220,0,3,3
AT2G05220,0,3,3
AT2G15430,0,3,3
AT2G19760,0,3,3
AT2G21580,0,3,3
AT2G21580,0,3,3
AT2G31810,0,3,3
AT2G32080,4,3,3
AT2G32080,4,3,3
AT2G32240,0,3,3
AT2G37760,0,3,3
AT2G37760,0,3,3
AT2G37760,0,3,3
AT2G37760,0,3,3
AT2G37760,0,3,3
AT2G44180,0,3,3
AT3G10610,0,3,3
AT3G10740,0,3,3
AT3G11930,0,3,3
AT3G13235,0,3,3
AT3G14990,0,3,3
AT3G17240,0,3,3
AT3G25800,0,3,3
AT3G27430,0,3,3
AT3G44850,0,3,3
AT3G56860,0,3,3
AT3G62240,0,3,3
AT1G01320,0,2,3
AT1G01320,0,2,3
AT1G02780,4,2,3
AT1G12570,0,2,3
AT1G13020,0,2,3
AT1G15470,0,2,3
AT1G18540,0,2,3
AT1G24190,0,2,3
AT1G24190,0,2,3
AT1G29910,2,2,3
AT1G29920,0,2,3
AT1G29930,0,2,3
AT1G30460,0,2,3
AT1G49540,0,2,3
AT1G49540,0,2,3
AT1G50480,0,2,3
AT1G53240,0,2,3
AT1G54100,0,2,3
AT1G54100,0,2,3
AT1G56110,0,2,3
AT1G56560,0,2,3
AT1G56580,0,2,3
AT1G62750,0,2,3
AT1G69960,2,2,3
AT1G70770,0,2,3
AT1G70770,0,2,3
AT1G71500,0,2,3
AT1G74960,0,2,3
AT1G74960,0,2,3
AT1G74960,0,2,3
AT1G79500,0,2,3
AT1G79500,0,2,3
AT1G79500,0,2,3
AT1G79500,0,2,3
AT2G14880,0,2,3
AT2G16600,0,2,3
AT2G16600,0,2,3
AT2G19730,0,2,3
AT2G19730,0,2,3
AT2G19730,0,2,3
AT2G21170,0,2,3
AT2G27190,0,2,3
AT2G30860,0,2,3
AT2G30860,0,2,3
AT2G34420,0,2,3
AT2G34640,0,2,3
AT2G35605,0,2,3
AT2G36580,0,2,3
AT2G38020,0,2,3
AT2G38540,2,2,3
AT2G39930,0,2,3
AT2G40930,0,2,3
AT2G41220,0,2,3
AT2G43550,0,2,3
AT2G43710,0,2,3
AT2G43710,0,2,3
AT3G05560,0,2,3
AT3G07630,0,2,3
AT3G07720,0,2,3
AT3G14390,0,2,3
AT3G16630,0,2,3
AT3G21220,0,2,3
AT3G26618,0,2,3
AT3G27530,0,2,3
AT3G28980,0,2,3
AT3G50370,0,2,3
AT3G57520,0,2,3
AT1G02305,0,0,3
AT1G03310,0,0,3
AT1G03310,0,0,3
AT1G04990,0,0,3
AT1G04990,0,0,3
AT1G09080,0,0,3
AT1G09080,0,0,3
AT1G09830,0,0,3
AT1G10200,0,0,3
AT1G11660,0,0,3
AT1G16890,0,0,3
AT1G17290,0,0,3
AT1G21540,0,0,3
AT1G27650,0,0,3
AT1G28290,0,0,3
AT1G28290,0,0,3
AT1G30630,3,0,3
AT1G32790,0,0,3
AT1G32790,0,0,3
AT1G33680,0,0,3
AT1G35670,0,0,3
AT1G49480,0,0,3
AT1G52040,0,0,3
AT1G56450,5,0,3
AT1G64550,0,0,3
AT1G66680,0,0,3
AT1G76140,0,0,3
AT1G76140,0,0,3
AT1G78870,0,0,3
AT1G78870,0,0,3
AT1G78870,0,0,3
AT1G80380,0,0,3
AT1G80380,0,0,3
AT1G80380,0,0,3
AT2G02010,0,0,3
AT2G07360,0,0,3
AT2G07360,0,0,3
AT2G17130,0,0,3
AT2G17130,0,0,3
AT2G18450,2,0,3
AT2G18960,0,0,3
AT2G22480,0,0,3
AT2G25080,0,0,3
AT2G25170,0,0,3
AT2G26780,0,0,3
AT2G44310,0,0,3
AT2G44730,0,0,3
AT2G47650,0,0,3
AT2G47650,0,0,3
AT2G47710,0,0,3
AT3G09680,0,0,3
AT3G11200,0,0,3
AT3G12050,0,0,3
AT3G12080,0,0,3
AT3G13300,0,0,3
AT3G15970,0,0,3
AT3G22200,0,0,3
AT3G22890,0,0,3
AT3G27660,0,0,3
AT3G46460,0,0,3
AT3G49660,0,0,3
AT3G53740,0,0,3
AT3G62830,0,0,3
AT1G60200,0,9,2
AT1G18270,0,5,2
AT1G18270,0,5,2
AT1G29990,0,5,2
AT1G31730,0,5,2
AT1G09340,0,4,2
AT1G10940,0,4,2
AT1G10940,0,4,2
AT1G18270,0,4,2
AT1G32440,0,4,2
AT1G44900,0,4,2
AT1G44900,0,4,2
AT1G52300,0,4,2
AT1G62390,0,4,2
AT2G03820,0,4,2
AT2G33040,0,4,2
AT3G16080,0,4,2
AT3G21110,0,4,2
AT3G22480,0,4,2
AT3G57890,0,4,2
AT1G01800,0,3,2
AT1G01800,0,3,2
AT1G03880,0,3,2
AT1G07440,0,3,2
AT1G07440,0,3,2
AT1G07750,0,3,2
AT1G07990,0,3,2
AT1G09210,0,3,2
AT1G12470,0,3,2
AT1G15250,0,3,2
AT1G17100,2,3,2
AT1G17650,0,3,2
AT1G17760,0,3,2
AT1G21720,0,3,2
AT1G23900,0,3,2
AT1G23900,0,3,2
AT1G26110,3,3,2
AT1G26110,3,3,2
AT1G29260,0,3,2
AT1G31070,0,3,2
AT1G32500,0,3,2
AT1G49040,0,3,2
AT1G49040,0,3,2
AT1G53280,0,3,2
AT1G66240,0,3,2
AT1G74670,0,3,2
AT1G76080,0,3,2
AT1G77440,0,3,2
AT1G77440,0,3,2
AT2G04520,0,3,2
AT2G05170,0,3,2
AT2G13540,0,3,2
AT2G15400,0,3,2
AT2G28680,0,3,2
AT2G30170,0,3,2
AT2G36250,0,3,2
AT2G36250,0,3,2
AT2G36390,0,3,2
AT2G38270,0,3,2
AT3G12270,0,3,2
AT3G14120,3,3,2
AT3G16950,2,3,2
AT3G52960,0,3,2
AT3G55700,0,3,2
AT1G04080,0,2,2
AT1G04080,0,2,2
AT1G04080,0,2,2
AT1G07320,0,2,2
AT1G07320,0,2,2
AT1G07320,0,2,2
AT1G07320,0,2,2
AT1G07660,0,2,2
AT1G07820,0,2,2
AT1G07820,0,2,2
AT1G09310,0,2,2
AT1G10930,0,2,2
AT1G19870,0,2,2
AT1G20140,0,2,2
AT1G26460,0,2,2
AT1G27400,0,2,2
AT1G30120,0,2,2
AT1G30300,0,2,2
AT1G30460,0,2,2
AT1G31160,0,2,2
AT1G31812,0,2,2
AT1G48420,0,2,2
AT1G48520,0,2,2
AT1G51710,0,2,2
AT1G52340,0,2,2
AT1G52670,0,2,2
AT1G56330,0,2,2
AT1G60780,0,2,2
AT1G60900,0,2,2
AT1G64200,0,2,2
AT1G65480,0,2,2
AT1G66430,0,2,2
AT1G67280,0,2,2
AT1G67430,0,2,2
AT1G67430,0,2,2
AT1G69250,0,2,2
AT1G69250,0,2,2
AT1G72970,0,2,2
AT1G72970,0,2,2
AT1G79500,0,2,2
AT1G79530,2,2,2
AT1G79850,0,2,2
AT2G02560,0,2,2
AT2G02560,0,2,2
AT2G14750,0,2,2
AT2G17200,0,2,2
AT2G19480,0,2,2
AT2G19480,0,2,2
AT2G19480,0,2,2
AT2G20270,0,2,2
AT2G20270,0,2,2
AT2G20280,0,2,2
AT2G21130,0,2,2
AT2G28740,0,2,2
AT2G30060,0,2,2
AT2G30170,0,2,2
AT2G30870,0,2,2
AT2G32700,0,2,2
AT2G32700,0,2,2
AT2G32700,0,2,2
AT2G32700,0,2,2
AT2G32700,0,2,2
AT2G32700,0,2,2
AT2G32700,0,2,2
AT2G34590,0,2,2
AT2G47450,0,2,2
AT3G01390,0,2,2
AT3G01540,0,2,2
AT3G02730,0,2,2
AT3G03340,0,2,2
AT3G05590,0,2,2
AT3G07390,0,2,2
AT3G08030,0,2,2
AT3G10850,0,2,2
AT3G16520,0,2,2
AT3G17900,0,2,2
AT3G18090,0,2,2
AT3G19480,0,2,2
AT3G21060,0,2,2
AT3G22460,0,2,2
AT3G28500,0,2,2
AT3G45930,0,2,2
AT3G46320,0,2,2
AT3G53730,0,2,2
AT1G01560,0,0,2
AT1G01560,0,0,2
AT1G02620,0,0,2
AT1G03230,0,0,2
AT1G03710,0,0,2
AT1G03710,0,0,2
AT1G06950,0,0,2
AT1G07700,0,0,2
AT1G07700,0,0,2
AT1G07700,0,0,2
AT1G07780,0,0,2
AT1G07780,0,0,2
AT1G07780,0,0,2
AT1G07780,0,0,2
AT1G07780,0,0,2
AT1G07960,0,0,2
AT1G07960,0,0,2
AT1G07960,0,0,2
AT1G08130,0,0,2
AT1G08250,0,0,2
AT1G08420,0,0,2
AT1G08420,0,0,2
AT1G09770,0,0,2
AT1G10760,0,0,2
AT1G11910,0,0,2
AT1G13060,3,0,2
AT1G13180,0,0,2
AT1G13280,0,0,2
AT1G14670,0,0,2
AT1G14820,0,0,2
AT1G14820,0,0,2
AT1G14820,0,0,2
AT1G17210,0,0,2
AT1G21440,0,0,2
AT1G21500,0,0,2
AT1G24050,0,0,2
AT1G28400,0,0,2
AT1G29220,0,0,2
AT1G29220,0,0,2
AT1G29670,0,0,2
AT1G30470,0,0,2
AT1G30470,0,0,2
AT1G30470,0,0,2
AT1G32550,0,0,2
AT1G32550,0,0,2
AT1G32990,0,0,2
AT1G36240,0,0,2
AT1G43140,0,0,2
AT1G47490,0,0,2
AT1G47500,0,0,2
AT1G47710,0,0,2
AT1G48830,0,0,2
AT1G48830,0,0,2
AT1G48850,0,0,2
AT1G48850,0,0,2
AT1G48850,0,0,2
AT1G49660,0,0,2
AT1G51980,0,0,2
AT1G51980,0,0,2
AT1G54220,0,0,2
AT1G54220,0,0,2
AT1G54570,0,0,2
AT1G56050,0,0,2
AT1G56360,0,0,2
AT1G60830,0,0,2
AT1G65560,0,0,2
AT1G66850,0,0,2
AT1G68300,0,0,2
AT1G69510,0,0,2
AT1G69510,0,0,2
AT1G69510,0,0,2
AT1G72810,0,0,2
AT1G74850,0,0,2
AT1G74970,0,0,2
AT1G76850,0,0,2
AT1G77940,0,0,2
AT1G78150,0,0,2
AT1G78150,0,0,2
AT1G78150,0,0,2
AT1G78380,0,0,2
AT1G79230,0,0,2
AT1G79230,0,0,2
AT1G79230,0,0,2
AT1G79280,0,0,2
AT1G79280,0,0,2
AT1G79280,0,0,2
AT1G79550,0,0,2
AT1G79550,0,0,2
AT2G01350,0,0,2
AT2G01350,0,0,2
AT2G01350,0,0,2
AT2G01350,0,0,2
AT2G01490,0,0,2
AT2G01520,0,0,2
AT2G01530,0,0,2
AT2G01970,0,0,2
AT2G04690,0,0,2
AT2G04690,0,0,2
AT2G10940,0,0,2
AT2G10940,0,0,2
AT2G17510,0,0,2
AT2G17510,0,0,2
AT2G19750,0,0,2
AT2G20190,0,0,2
AT2G22170,0,0,2
AT2G23820,0,0,2
AT2G27210,0,0,2
AT2G27210,0,0,2
AT2G27720,0,0,2
AT2G27720,0,0,2
AT2G27720,0,0,2
AT2G27820,0,0,2
AT2G29690,0,0,2
AT2G32920,0,0,2
AT2G33430,0,0,2
AT2G33470,0,0,2
AT2G33470,0,0,2
AT2G33840,0,0,2
AT2G33850,0,0,2
AT2G34480,0,0,2
AT2G34560,0,0,2
AT2G34560,0,0,2
AT2G35020,0,0,2
AT2G37020,0,0,2
AT2G37020,0,0,2
AT2G39770,0,0,2
AT2G39770,0,0,2
AT2G39795,0,0,2
AT2G40010,0,0,2
AT2G40300,0,0,2
AT2G41680,0,0,2
AT2G43520,0,0,2
AT2G43750,0,0,2
AT2G43750,0,0,2
AT2G43790,0,0,2
AT2G43970,0,0,2
AT2G43970,0,0,2
AT2G44040,0,0,2
AT2G44050,0,0,2
AT2G44100,0,0,2
AT2G44100,0,0,2
AT2G44120,0,0,2
AT2G44120,0,0,2
AT2G45440,0,0,2
AT3G01090,0,0,2
AT3G01980,0,0,2
AT3G04790,0,0,2
AT3G05970,0,0,2
AT3G07110,0,0,2
AT3G07300,0,0,2
AT3G07480,0,0,2
AT3G08780,0,0,2
AT3G09200,0,0,2
AT3G11250,0,0,2
AT3G11710,0,0,2
AT3G11770,0,0,2
AT3G12390,0,0,2
AT3G12600,0,0,2
AT3G13120,0,0,2
AT3G15680,0,0,2
AT3G16400,0,0,2
AT3G16410,0,0,2
AT3G18790,0,0,2
AT3G20210,0,0,2
AT3G20280,0,0,2
AT3G20390,0,0,2
AT3G22850,0,0,2
AT3G24170,0,0,2
AT3G29320,0,0,2
AT3G44720,0,0,2
AT3G45640,0,0,2
AT3G49250,0,0,2
AT3G53020,0,0,2
AT3G56910,0,0,2
AT3G56940,0,0,2
AT3G59890,0,0,2
AT3G60245,0,0,2
AT3G61140,0,0,2
AT3G62030,0,0,2
AT1G58025,0,17,0
AT2G39730,0,16,0
AT1G55860,0,7,0
AT1G08780,0,6,0
AT1G66410,0,6,0
AT1G44835,0,4,0
AT1G44835,0,4,0
AT1G51680,0,4,0
AT1G73600,0,4,0
AT2G18790,0,4,0
AT2G23420,0,4,0
AT2G40030,0,4,0
AT3G22330,0,4,0
AT1G05680,0,3,0
AT1G07770,0,3,0
AT1G13190,0,3,0
AT1G15415,0,3,0
AT1G27540,0,3,0
AT1G27540,0,3,0
AT1G27970,0,3,0
AT1G27970,0,3,0
AT1G60070,0,3,0
AT1G60070,0,3,0
AT1G63680,0,3,0
AT1G63770,0,3,0
AT1G63770,0,3,0
AT1G63770,0,3,0
AT1G63770,0,3,0
AT1G63770,0,3,0
AT1G71770,0,3,0
AT1G71770,0,3,0
AT1G72000,0,3,0
AT1G75660,0,3,0
AT2G06510,0,3,0
AT2G06510,0,3,0
AT2G07340,0,3,0
AT2G15400,0,3,0
AT2G19770,0,3,0
AT2G20890,0,3,0
AT2G29400,0,3,0
AT2G30950,0,3,0
AT2G44530,0,3,0
AT2G44530,0,3,0
AT3G04870,0,3,0
AT3G20630,0,3,0
AT3G44890,0,3,0
AT3G49240,0,3,0
AT3G50500,0,3,0
AT3G51780,0,3,0
AT1G01300,0,2,0
AT1G01940,0,2,0
AT1G03140,0,2,0
AT1G03475,0,2,0
AT1G03680,0,2,0
AT1G03900,0,2,0
AT1G03960,0,2,0
AT1G03960,0,2,0
AT1G04710,0,2,0
AT1G06550,0,2,0
AT1G09020,0,2,0
AT1G09180,0,2,0
AT1G09795,0,2,0
AT1G10590,0,2,0
AT1G10590,0,2,0
AT1G10590,0,2,0
AT1G11840,0,2,0
AT1G11840,0,2,0
AT1G11840,0,2,0
AT1G11840,0,2,0
AT1G11840,0,2,0
AT1G11840,0,2,0
AT1G15730,0,2,0
AT1G15910,0,2,0
AT1G19835,0,2,0
AT1G19835,0,2,0
AT1G20110,0,2,0
AT1G20580,0,2,0
AT1G20600,0,2,0
AT1G21065,0,2,0
AT1G21600,0,2,0
AT1G21600,0,2,0
AT1G21690,0,2,0
AT1G21690,0,2,0
AT1G21690,0,2,0
AT1G21700,0,2,0
AT1G22430,0,2,0
AT1G22430,0,2,0
AT1G26340,0,2,0
AT1G35220,0,2,0
AT1G52380,0,2,0
AT1G54290,0,2,0
AT1G54490,0,2,0
AT1G59890,0,2,0
AT1G59890,0,2,0
AT1G59890,0,2,0
AT1G59890,0,2,0
AT1G63160,0,2,0
AT1G65060,0,2,0
AT1G67280,0,2,0
AT1G67630,0,2,0
AT1G67700,0,2,0
AT1G67700,0,2,0
AT1G67700,0,2,0
AT1G68060,0,2,0
AT1G70410,0,2,0
AT1G70410,0,2,0
AT1G70410,0,2,0
AT1G71860,0,2,0
AT1G71860,0,2,0
AT1G71860,0,2,0
AT1G75280,0,2,0
AT1G76300,0,2,0
AT1G78370,0,2,0
AT2G02400,0,2,0
AT2G03640,0,2,0
AT2G03640,0,2,0
AT2G03640,0,2,0
AT2G03640,0,2,0
AT2G04700,0,2,0
AT2G07734,0,2,0
AT2G17380,0,2,0
AT2G17700,0,2,0
AT2G18990,0,2,0
AT2G19170,0,2,0
AT2G19490,0,2,0
AT2G19940,0,2,0
AT2G19940,0,2,0
AT2G20330,0,2,0
AT2G21270,0,2,0
AT2G21270,0,2,0
AT2G21270,0,2,0
AT2G24020,0,2,0
AT2G24020,0,2,0
AT2G25650,0,2,0
AT2G25870,0,2,0
AT2G25910,0,2,0
AT2G26210,0,2,0
AT2G26210,0,2,0
AT2G26210,0,2,0
AT2G27680,0,2,0
AT2G29960,0,2,0
AT2G29960,0,2,0
AT2G30970,0,2,0
AT2G30970,0,2,0
AT2G31060,0,2,0
AT2G32900,0,2,0
AT2G38710,0,2,0
AT2G38710,0,2,0
AT2G38770,0,2,0
AT2G40980,0,2,0
AT2G42120,0,2,0
AT2G42120,0,2,0
AT2G44060,0,2,0
AT2G44060,0,2,0
AT2G47390,0,2,0
AT2G47960,0,2,0
AT3G02020,0,2,0
AT3G02360,0,2,0
AT3G03110,0,2,0
AT3G03710,0,2,0
AT3G04260,0,2,0
AT3G06670,0,2,0
AT3G07590,0,2,0
AT3G07660,0,2,0
AT3G08510,0,2,0
AT3G08943,0,2,0
AT3G08947,0,2,0
AT3G09500,0,2,0
AT3G10090,0,2,0
AT3G10270,0,2,0
AT3G10380,0,2,0
AT3G14930,0,2,0
AT3G15810,0,2,0
AT3G18390,0,2,0
AT3G25545,0,2,0
AT3G25580,0,2,0
AT3G25660,0,2,0
AT3G25940,0,2,0
AT3G29185,0,2,0
AT3G44600,0,2,0
AT3G46960,0,2,0
AT3G51550,0,2,0
AT3G53560,0,2,0
AT3G54170,0,2,0
AT3G56460,0,2,0
AT3G62010,0,2,0
AT1G24800,2,0,0
AT1G24881,2,0,0
AT1G25055,2,0,0
AT1G25150,2,0,0
AT1G25211,2,0,0
AT1G58270,2,0,0
AT2G05070,2,0,0
AT2G05100,2,0,0
AT2G29310,2,0,0
AT2G29310,2,0,0
AT2G47470,2,0,0
