Protein,WT,WT,AT3G44750,AT3G44750,AT5G22650,AT5G22650
AT3G26890,0,0,0,0,1,0
AT3G23740,0,0,0,0,1,0
AT3G23670,0,0,0,0,1,0
AT3G20670,0,0,0,0,1,0
AT3G17840,0,0,0,0,1,0
AT3G15690,0,0,0,0,1,0
AT3G14075,0,0,0,0,1,0
AT3G13990,0,0,0,0,1,0
AT3G05750,0,0,0,0,3,0
AT2G47340,0,0,0,0,1,0
AT2G45380,0,0,0,0,1,0
AT2G43520,0,0,0,0,1,0
AT2G37260,0,0,0,0,1,0
AT2G33450,0,0,0,0,1,0
AT2G31650,0,0,0,0,1,0
AT2G29370,0,0,0,0,1,0
AT2G29360,0,0,0,0,1,0
AT2G29350,0,0,0,0,1,0
AT2G28830,0,0,0,0,1,0
AT2G27980,0,0,0,0,1,0
AT2G26460,0,0,0,0,1,0
AT2G25210,0,0,0,0,3,0
AT2G24650,0,0,0,0,1,0
AT2G23300,0,0,0,0,1,0
AT2G21300,0,0,0,0,1,0
AT2G20490,0,0,0,0,1,0
AT2G17410,0,0,0,0,1,0
AT2G15325,0,0,0,0,1,0
AT1G80780,0,0,0,0,1,0
AT1G79250,0,0,0,0,1,0
AT1G74930,0,0,0,0,1,0
AT1G71710,0,0,0,0,1,0
AT1G68750,0,0,0,0,1,0
AT1G67020,0,0,0,0,1,0
AT1G66280,0,0,0,0,2,0
AT1G64350,0,0,0,0,1,0
AT1G60850,0,0,0,0,1,0
AT1G55650,0,0,0,0,1,0
AT1G54690,0,0,0,0,1,0
AT1G51060,0,0,0,0,1,0
AT1G50240,0,0,0,0,1,0
AT1G31120,0,0,0,0,1,0
AT1G30460,0,0,0,0,1,0
AT1G27430,0,0,0,0,1,0
AT1G23170,0,0,0,0,1,0
AT1G22770,0,0,0,0,1,0
AT1G21690,0,0,0,0,1,0
AT1G20550,0,0,0,0,1,0
AT1G15280,0,0,0,0,1,0
AT1G14800,0,0,0,0,1,0
AT1G08880,0,0,0,0,1,0
AT1G08300,0,0,0,0,1,0
AT1G07740,0,0,0,0,1,0
AT1G06280,0,0,0,0,1,0
AT1G04890,0,0,0,0,1,0
AT1G04020,0,0,0,0,1,0
AT1G01620,0,0,0,0,1,0
ATCG00660,1,0,0,0,0,0
AT5G66900,1,0,0,0,0,0
AT5G65700,1,0,0,0,0,0
AT5G64460,1,0,0,0,0,0
AT5G58710,1,0,0,0,0,0
AT5G52280,1,0,0,0,0,0
AT5G47140,1,0,0,0,0,0
AT5G46790,1,0,0,0,0,0
AT5G43530,1,0,0,0,0,0
AT5G42720,1,0,0,0,0,0
AT5G40760,1,0,0,0,1,0
AT5G39740,1,0,0,0,3,0
AT5G38270,1,0,0,0,0,0
AT5G36740,1,0,0,0,0,0
AT5G36670,1,0,0,0,0,0
AT5G30510,1,0,0,0,0,0
AT5G28030,1,0,0,0,0,0
AT5G26760,1,0,0,0,0,0
AT5G25210,1,0,0,0,0,0
AT5G24500,1,0,0,0,0,0
AT5G21060,1,0,0,0,0,0
AT5G19220,1,0,0,0,0,0
AT5G17990,1,0,0,0,0,0
AT5G17510,1,0,0,0,0,0
AT5G16920,1,0,0,0,0,0
AT5G12190,1,0,0,0,0,0
AT5G08560,1,0,0,0,0,0
AT5G08120,1,0,0,0,0,0
AT5G06670,1,0,0,0,0,0
AT5G05980,1,0,0,0,0,0
AT5G05920,1,0,0,0,0,0
AT5G05560,1,0,0,0,0,0
AT5G05050,1,0,0,0,0,0
AT5G04800,1,0,0,0,1,0
AT5G03800,1,0,0,0,0,0
AT4G39230,1,0,0,0,0,0
AT4G38710,1,0,0,0,0,0
AT4G37190,1,0,0,0,0,0
AT4G36020,1,0,0,0,0,0
AT4G34620,1,0,0,0,0,0
AT4G32910,1,0,0,0,0,0
AT4G32350,1,0,0,0,0,0
AT4G30340,1,0,0,0,0,0
AT4G30190,1,0,0,0,0,0
AT4G24620,1,0,0,0,0,0
AT4G18905,1,0,0,0,0,0
AT4G15950,1,0,0,0,0,0
AT4G13500,1,0,0,0,0,0
AT4G02580,1,0,0,0,0,0
AT4G01500,1,0,0,0,0,0
AT3G63340,1,0,0,0,0,0
AT3G63130,1,0,0,0,0,0
AT3G61970,1,0,0,0,0,0
AT3G61430,1,0,0,0,1,0
AT3G60900,1,0,0,0,0,0
AT3G59670,1,0,0,0,0,0
AT3G55920,1,0,0,0,0,0
AT3G55630,1,0,0,0,0,0
AT3G53620,1,0,0,0,0,0
AT3G51310,1,0,0,0,0,0
AT3G49670,1,0,0,0,0,0
AT3G48890,1,0,0,0,0,0
AT3G45950,1,0,0,0,0,0
AT3G29090,1,0,0,0,0,0
AT3G25520,1,0,0,0,3,0
AT3G23700,1,0,0,0,0,0
AT3G20700,1,0,0,0,0,0
AT3G13940,1,0,0,0,0,0
AT3G13060,1,0,0,0,0,0
AT3G10610,1,0,0,0,1,0
AT3G10070,1,0,0,0,0,0
AT3G04940,1,0,0,0,0,0
AT3G02890,1,0,0,0,0,0
AT2G47620,1,0,0,0,0,0
AT2G46870,1,0,0,0,0,0
AT2G46860,1,0,0,0,0,0
AT2G45960,1,0,0,0,1,0
AT2G42110,1,0,0,0,0,0
AT2G40840,1,0,0,0,1,0
AT2G39795,1,0,0,0,0,0
AT2G37980,1,0,0,0,0,0
AT2G37600,1,0,0,0,1,0
AT2G36910,1,0,0,0,0,0
AT2G36730,1,0,0,0,0,0
AT2G36310,1,0,0,0,0,0
AT2G35840,1,0,0,0,0,0
AT2G33740,1,0,0,0,0,0
AT2G33435,1,0,0,0,0,0
AT2G30400,1,0,0,0,0,0
AT2G30000,1,0,0,0,0,0
AT2G29960,1,0,0,0,0,0
AT2G27810,1,0,0,0,0,0
AT2G25280,1,0,0,0,0,0
AT2G24210,1,0,0,0,0,0
AT2G23530,1,0,0,0,0,0
AT2G20725,1,0,0,0,0,0
AT2G17020,1,0,0,0,0,0
AT2G14870,1,0,0,0,0,0
AT2G13895,1,0,0,0,0,0
AT2G05220,1,0,0,0,1,0
AT2G04780,1,0,0,0,2,0
AT2G04390,1,0,0,0,1,0
AT1G78630,1,0,0,0,1,0
AT1G77710,1,0,0,0,0,0
AT1G77700,1,0,0,0,0,0
AT1G75510,1,0,0,0,0,0
AT1G73180,1,0,0,0,0,0
AT1G67690,1,0,0,0,0,0
AT1G65610,1,0,0,0,0,0
AT1G63460,1,0,0,0,0,0
AT1G61400,1,0,0,0,0,0
AT1G60400,1,0,0,0,0,0
AT1G58390,1,0,0,0,0,0
AT1G51420,1,0,0,0,0,0
AT1G50110,1,0,0,0,0,0
AT1G34260,1,0,0,0,0,0
AT1G33410,1,0,0,0,0,0
AT1G32900,1,0,0,0,0,0
AT1G32750,1,0,0,0,0,0
AT1G26260,1,0,0,0,0,0
AT1G21740,1,0,0,0,0,0
AT1G20225,1,0,0,0,0,0
AT1G19660,1,0,0,0,0,0
AT1G16810,1,0,0,0,0,0
AT1G15910,1,0,0,0,0,0
AT1G14980,1,0,0,0,0,0
AT1G11360,1,0,0,0,0,0
AT1G09010,1,0,0,0,0,0
AT1G07615,1,0,0,0,0,0
AT1G07170,1,0,0,0,0,0
AT1G06110,1,0,0,0,0,0
AT1G03982,1,0,0,0,0,0
AT1G01580,1,0,0,0,0,0
AT1G01030,1,0,0,0,0,0
AT5G27450,2,0,0,0,0,0
AT5G19310,2,0,0,0,0,0
AT4G33400,2,0,0,0,0,0
AT4G12600,2,0,0,0,1,0
AT4G03110,2,0,0,0,0,0
AT3G06010,2,0,0,0,0,0
AT1G76160,2,0,0,0,0,0
AT1G70290,2,0,0,0,0,0
AT1G21860,2,0,0,0,0,0
AT1G21850,2,0,0,0,0,0
AT5G13280,3,0,0,0,0,0
AT1G71820,2,1,8,1,3,1
AT1G76850,2,1,5,5,3,3
AT1G47550,1,1,5,0,2,0
AT4G17520,4,1,4,4,6,4
AT1G60070,4,1,4,1,3,4
AT5G15680,0,1,4,0,3,4
AT4G24840,1,1,4,1,0,2
AT5G07470,1,1,4,4,2,1
AT4G35100,1,1,4,4,2,1
AT5G50320,0,1,4,3,4,1
AT1G21880,2,1,4,3,2,1
AT3G29075,1,1,4,2,3,1
AT3G57660,1,1,4,3,2,0
AT5G47820,1,1,4,2,2,0
AT1G49040,3,1,4,2,4,0
AT5G47210,3,1,3,5,8,6
AT5G42080,3,1,3,3,4,3
AT1G33140,3,1,3,3,5,3
AT1G33120,3,1,3,3,5,3
AT3G18740,3,1,3,5,1,2
AT1G36240,3,1,3,4,1,2
AT4G22670,4,1,3,4,1,1
AT2G28470,1,1,3,3,2,1
AT3G11500,4,1,3,3,0,1
AT2G23930,4,1,3,3,0,1
AT3G20820,2,1,3,2,2,1
AT3G18165,0,1,3,1,2,1
ATCG00470,1,1,3,1,2,1
AT5G55670,1,1,3,2,3,0
AT5G03320,1,1,3,2,0,0
AT2G37220,2,1,3,2,0,0
AT5G11980,0,1,3,1,1,0
AT1G76260,0,1,3,1,1,0
AT5G16300,1,1,3,1,0,0
AT1G47560,1,1,3,0,1,0
AT5G07410,2,1,2,4,5,4
AT2G45680,2,1,2,2,0,3
AT3G01570,2,1,2,0,1,3
AT5G60670,3,1,2,3,3,2
AT3G53430,3,1,2,3,3,2
AT2G37190,3,1,2,3,3,2
AT3G07590,1,1,2,2,1,2
AT2G06850,4,1,2,2,4,2
ATCG00670,1,1,2,1,3,2
AT1G75270,4,1,2,1,1,2
AT3G27050,1,1,2,0,1,2
AT4G17610,0,1,2,3,0,1
AT5G24400,3,1,2,3,1,1
AT1G77940,2,1,2,2,1,1
AT5G48120,0,1,2,1,1,1
AT1G49340,0,1,2,1,1,1
AT5G52470,1,1,2,1,2,1
AT4G25630,1,1,2,1,2,1
AT3G23450,1,1,2,1,3,1
AT5G18580,0,1,2,0,0,1
AT5G01160,0,1,2,0,1,1
AT4G28980,0,1,2,0,0,1
AT1G32220,2,1,2,4,1,0
AT1G72390,1,1,2,2,1,0
AT1G18070,3,1,2,2,0,0
AT2G44500,0,1,2,1,2,0
AT5G39680,1,1,2,1,0,0
AT3G26618,1,1,2,1,1,0
AT3G12700,1,1,2,1,1,0
AT2G03430,1,1,2,1,0,0
AT1G12920,1,1,2,1,1,0
AT5G20160,0,1,2,0,2,0
AT5G19440,0,1,2,0,1,0
AT4G22380,0,1,2,0,2,0
AT4G15790,0,1,2,0,0,0
AT5G57290,1,1,2,0,1,0
AT3G61220,1,1,2,0,0,0
AT3G46960,1,1,2,0,1,0
AT3G24880,1,1,2,0,2,0
AT3G24870,1,1,2,0,2,0
AT1G78870,1,1,2,0,0,0
AT1G16890,1,1,2,0,0,0
AT1G10890,1,1,2,0,1,0
AT5G26730,2,1,2,0,0,0
AT4G34740,2,1,2,0,0,0
AT5G24300,3,1,2,0,0,0
AT2G29690,3,1,2,0,0,0
AT3G04840,2,1,1,2,10,6
AT1G02780,2,1,1,0,3,6
AT2G44640,3,1,1,2,1,5
AT1G69620,1,1,1,2,1,4
AT1G26880,1,1,1,2,1,4
AT1G69940,1,1,1,2,5,3
AT5G45775,1,1,1,1,2,3
AT5G28060,1,1,1,1,2,3
AT4G18730,1,1,1,1,2,3
AT3G58700,1,1,1,1,2,3
AT2G42740,1,1,1,1,2,3
AT5G56600,2,1,1,4,1,2
AT3G52960,4,1,1,4,1,2
AT5G17070,1,1,1,2,1,2
AT3G15190,2,1,1,2,2,2
AT3G43148,0,1,1,1,1,2
AT3G22310,0,1,1,1,0,2
AT1G64550,0,1,1,1,1,2
AT1G15200,0,1,1,1,2,2
AT3G55280,1,1,1,1,4,2
AT3G46010,1,1,1,1,1,2
AT2G45820,1,1,1,1,4,2
AT2G39460,1,1,1,1,4,2
AT2G34420,1,1,1,1,2,2
AT2G01250,1,1,1,1,1,2
AT1G29930,1,1,1,1,2,2
AT1G29920,1,1,1,1,2,2
AT1G29910,1,1,1,1,2,2
AT5G16390,2,1,1,1,2,2
AT1G01050,1,1,1,0,0,2
AT3G62460,0,1,1,2,0,1
AT2G32060,0,1,1,2,2,1
AT5G27410,1,1,1,2,2,1
AT1G18540,1,1,1,2,4,1
AT2G04570,2,1,1,2,1,1
AT5G42740,3,1,1,2,0,1
AT5G54750,0,1,1,1,2,1
AT1G22730,0,1,1,1,1,1
AT4G34670,1,1,1,1,4,1
AT4G25050,1,1,1,1,1,1
AT4G11060,1,1,1,1,0,1
AT3G11050,1,1,1,1,4,1
AT3G06610,1,1,1,1,0,1
AT3G04230,1,1,1,1,3,1
AT2G44120,1,1,1,1,1,1
AT2G01530,1,1,1,1,1,1
AT1G60420,1,1,1,1,0,1
AT1G14940,1,1,1,1,1,1
AT5G51060,2,1,1,1,1,1
AT4G33520,2,1,1,1,0,1
AT2G04520,2,1,1,1,1,1
AT5G28350,0,1,1,0,0,1
AT5G16400,0,1,1,0,0,1
AT3G47810,0,1,1,0,3,1
AT4G30530,1,1,1,0,0,1
AT4G20460,1,1,1,0,0,1
AT2G34850,1,1,1,0,0,1
AT1G80500,1,1,1,0,2,1
AT1G30620,1,1,1,0,0,1
AT1G09770,1,1,1,0,0,1
AT1G01950,1,1,1,0,1,1
AT5G52840,1,1,1,4,3,0
AT3G16410,1,1,1,4,2,0
AT3G16400,1,1,1,4,2,0
AT3G18580,3,1,1,4,0,0
AT5G51110,2,1,1,3,2,0
AT4G03520,0,1,1,2,1,0
AT5G11880,1,1,1,2,0,0
AT3G63250,1,1,1,2,0,0
AT3G14390,1,1,1,2,0,0
AT2G18960,1,1,1,2,0,0
AT1G24180,1,1,1,2,0,0
AT1G24050,1,1,1,2,0,0
AT5G12950,2,1,1,2,0,0
AT2G16485,2,1,1,2,1,0
AT1G74060,3,1,1,2,5,0
AT1G74050,3,1,1,2,5,0
AT4G31180,4,1,1,2,0,0
AT4G10610,0,1,1,1,1,0
AT4G04020,0,1,1,1,0,0
AT4G03210,0,1,1,1,1,0
AT3G56110,0,1,1,1,1,0
AT3G25580,0,1,1,1,0,0
AT3G23890,0,1,1,1,0,0
AT3G17900,0,1,1,1,0,0
AT3G10220,0,1,1,1,0,0
AT3G05020,0,1,1,1,0,0
AT2G44870,0,1,1,1,0,0
AT2G38730,0,1,1,1,0,0
AT2G18990,0,1,1,1,0,0
AT1G75660,0,1,1,1,6,0
AT1G74580,0,1,1,1,2,0
AT1G68790,0,1,1,1,0,0
AT1G32790,0,1,1,1,1,0
AT1G15370,0,1,1,1,0,0
AT1G11475,0,1,1,1,0,0
AT5G55070,1,1,1,1,1,0
AT5G49980,1,1,1,1,0,0
AT5G47880,1,1,1,1,0,0
AT5G44635,1,1,1,1,0,0
AT5G25270,1,1,1,1,1,0
AT5G13340,1,1,1,1,0,0
AT5G11490,1,1,1,1,0,0
AT5G03040,1,1,1,1,0,0
AT4G30620,1,1,1,1,1,0
AT4G24270,1,1,1,1,0,0
AT4G10450,1,1,1,1,1,0
AT4G03220,1,1,1,1,1,0
AT3G29630,1,1,1,1,1,0
AT3G07640,1,1,1,1,0,0
AT2G35020,1,1,1,1,0,0
AT2G29540,1,1,1,1,2,0
AT2G06050,1,1,1,1,0,0
AT1G77630,1,1,1,1,1,0
AT1G71310,1,1,1,1,1,0
AT1G70730,1,1,1,1,0,0
AT1G66240,1,1,1,1,1,0
AT1G54630,1,1,1,1,0,0
AT1G54580,1,1,1,1,0,0
AT1G54410,1,1,1,1,1,0
AT1G53580,1,1,1,1,2,0
AT1G52340,1,1,1,1,0,0
AT1G48420,1,1,1,1,0,0
AT1G27650,1,1,1,1,1,0
AT5G48650,2,1,1,1,1,0
AT5G41010,2,1,1,1,1,0
AT2G41790,2,1,1,1,0,0
AT1G79260,2,1,1,1,0,0
AT1G70850,2,1,1,1,0,0
AT1G15470,2,1,1,1,0,0
AT5G62530,3,1,1,1,1,0
ATCG00650,0,1,1,0,2,0
AT5G55280,0,1,1,0,0,0
AT5G54670,0,1,1,0,0,0
AT5G52160,0,1,1,0,0,0
AT5G51940,0,1,1,0,1,0
AT5G21160,0,1,1,0,0,0
AT5G01010,0,1,1,0,0,0
AT4G27490,0,1,1,0,0,0
AT4G23710,0,1,1,0,0,0
AT4G09670,0,1,1,0,0,0
AT4G03205,0,1,1,0,0,0
AT3G57320,0,1,1,0,0,0
AT3G05450,0,1,1,0,0,0
AT2G41950,0,1,1,0,0,0
AT2G31060,0,1,1,0,0,0
AT2G04630,0,1,1,0,1,0
AT1G79280,0,1,1,0,0,0
AT1G30680,0,1,1,0,0,0
AT1G26230,0,1,1,0,0,0
AT5G44480,1,1,1,0,0,0
AT5G24840,1,1,1,0,0,0
AT5G24520,1,1,1,0,0,0
AT4G32930,1,1,1,0,0,0
AT4G29380,1,1,1,0,0,0
AT3G10670,1,1,1,0,3,0
AT3G10200,1,1,1,0,0,0
AT2G32600,1,1,1,0,1,0
AT2G31750,1,1,1,0,0,0
AT2G29210,1,1,1,0,0,0
AT2G01490,1,1,1,0,0,0
AT1G68060,1,1,1,0,0,0
AT1G48090,1,1,1,0,0,0
AT1G30120,1,1,1,0,1,0
AT1G26460,1,1,1,0,0,0
AT1G03330,1,1,1,0,0,0
AT2G30870,2,1,1,0,0,0
AT1G12410,2,1,1,0,0,0
AT5G40870,3,1,1,0,0,0
AT2G31610,3,1,0,3,5,7
AT2G34480,0,1,0,1,3,7
AT5G02960,1,1,0,1,5,7
ATCG00380,2,1,0,1,6,7
AT3G09680,1,1,0,0,4,7
AT3G53870,2,1,0,2,4,6
AT5G02870,3,1,0,3,8,4
AT4G37870,0,1,0,0,0,4
AT1G76550,4,1,0,4,0,2
AT1G59890,0,1,0,1,0,2
AT5G10240,1,1,0,1,1,2
AT2G45470,1,1,0,0,0,2
AT1G63000,1,1,0,3,0,1
AT1G29260,0,1,0,2,0,1
AT3G17810,1,1,0,2,1,1
AT1G51510,1,1,0,2,0,1
AT5G61410,2,1,0,2,1,1
AT1G30530,4,1,0,2,0,1
AT5G65620,0,1,0,1,0,1
AT5G45950,0,1,0,1,0,1
AT4G32720,0,1,0,1,0,1
AT4G26630,0,1,0,1,0,1
AT3G53970,0,1,0,1,1,1
AT3G45190,0,1,0,1,0,1
AT2G40030,0,1,0,1,1,1
AT2G03820,0,1,0,1,0,1
AT1G47980,0,1,0,1,0,1
AT1G45150,0,1,0,1,0,1
AT5G10540,1,1,0,1,0,1
AT5G07740,1,1,0,1,0,1
AT4G03280,1,1,0,1,0,1
AT3G19480,1,1,0,1,0,1
AT2G22240,1,1,0,1,0,1
AT1G17070,1,1,0,1,1,1
AT5G26210,2,1,0,1,0,1
AT5G17050,2,1,0,1,0,1
AT3G17020,2,1,0,1,1,1
AT2G17340,2,1,0,1,0,1
AT2G14285,2,1,0,1,1,1
AT4G30220,3,1,0,1,1,1
ATMG00090,0,1,0,0,0,1
AT5G62410,0,1,0,0,0,1
AT5G53300,0,1,0,0,1,1
AT5G42470,0,1,0,0,0,1
AT5G41700,0,1,0,0,1,1
AT5G27850,0,1,0,0,1,1
AT5G22110,0,1,0,0,0,1
AT4G29670,0,1,0,0,0,1
AT4G27960,0,1,0,0,1,1
AT4G26780,0,1,0,0,0,1
AT4G18130,0,1,0,0,0,1
AT3G54610,0,1,0,0,1,1
AT3G54280,0,1,0,0,2,1
AT3G05590,0,1,0,0,1,1
AT2G46110,0,1,0,0,2,1
AT2G19790,0,1,0,0,0,1
ATCG00740,1,1,0,0,0,1
AT5G66530,1,1,0,0,0,1
AT5G59970,1,1,0,0,3,1
AT5G59690,1,1,0,0,3,1
AT5G35790,1,1,0,0,2,1
AT3G60600,1,1,0,0,0,1
AT3G53730,1,1,0,0,3,1
AT3G46320,1,1,0,0,3,1
AT3G45930,1,1,0,0,3,1
AT2G43550,1,1,0,0,1,1
AT2G28740,1,1,0,0,3,1
AT1G72970,1,1,0,0,0,1
AT1G61150,1,1,0,0,0,1
AT1G32050,1,1,0,0,4,1
AT1G07820,1,1,0,0,3,1
AT1G07660,1,1,0,0,3,1
AT1G03310,1,1,0,0,0,1
AT2G47580,2,1,0,0,4,1
AT3G11710,1,1,0,4,0,0
AT4G33090,3,1,0,4,0,0
ATCG00170,0,1,0,3,3,0
AT2G17870,0,1,0,3,0,0
AT1G24706,0,1,0,3,0,0
AT2G28390,2,1,0,3,0,0
AT1G04530,2,1,0,3,2,0
AT5G65540,0,1,0,2,2,0
AT5G49810,0,1,0,2,0,0
AT1G78370,0,1,0,2,1,0
AT4G24830,1,1,0,2,0,0
AT4G24490,1,1,0,2,0,0
AT3G24170,1,1,0,2,0,0
AT3G16170,1,1,0,2,0,0
AT1G50390,1,1,0,2,1,0
AT5G66760,2,1,0,2,0,0
AT5G04885,2,1,0,2,0,0
AT3G62130,2,1,0,2,0,0
AT3G12290,2,1,0,2,0,0
AT1G73600,2,1,0,2,1,0
AT1G72150,2,1,0,2,0,0
AT1G53280,2,1,0,2,1,0
AT5G34850,3,1,0,2,1,0
ATMG00510,0,1,0,1,1,0
AT5G60360,0,1,0,1,0,0
AT5G58470,0,1,0,1,0,0
AT5G43850,0,1,0,1,0,0
AT5G19370,0,1,0,1,0,0
AT5G04420,0,1,0,1,0,0
AT4G34890,0,1,0,1,0,0
AT4G29700,0,1,0,1,0,0
AT4G25370,0,1,0,1,0,0
AT4G14890,0,1,0,1,0,0
AT3G46740,0,1,0,1,1,0
AT3G45310,0,1,0,1,0,0
AT3G45010,0,1,0,1,0,0
AT3G22480,0,1,0,1,0,0
AT3G14600,0,1,0,1,0,0
AT3G09560,0,1,0,1,0,0
AT3G02180,0,1,0,1,0,0
AT2G38270,0,1,0,1,1,0
AT2G29290,0,1,0,1,1,0
AT1G79020,0,1,0,1,0,0
AT1G32360,0,1,0,1,0,0
AT1G30880,0,1,0,1,0,0
AT1G17145,0,1,0,1,0,0
AT1G09020,0,1,0,1,0,0
AT1G02140,0,1,0,1,1,0
AT1G01320,0,1,0,1,1,0
AT5G65010,1,1,0,1,0,0
AT5G63890,1,1,0,1,0,0
AT5G59910,1,1,0,1,0,0
AT5G54940,1,1,0,1,0,0
AT5G54760,1,1,0,1,0,0
AT5G25610,1,1,0,1,1,0
AT5G22880,1,1,0,1,0,0
AT4G27130,1,1,0,1,0,0
AT4G24680,1,1,0,1,1,0
AT3G59920,1,1,0,1,0,0
AT3G46030,1,1,0,1,0,0
AT3G46000,1,1,0,1,0,0
AT3G45980,1,1,0,1,0,0
AT2G29570,1,1,0,1,0,0
AT2G28720,1,1,0,1,0,0
AT2G25950,1,1,0,1,0,0
AT2G20760,1,1,0,1,0,0
AT2G18510,1,1,0,1,0,0
AT1G79340,1,1,0,1,0,0
AT1G60000,1,1,0,1,0,0
AT1G54290,1,1,0,1,0,0
AT1G19880,1,1,0,1,0,0
AT1G15340,1,1,0,1,1,0
AT1G07790,1,1,0,1,0,0
AT1G07370,1,1,0,1,0,0
AT5G57330,2,1,0,1,0,0
AT5G11520,2,1,0,1,0,0
AT3G47070,2,1,0,1,1,0
AT3G32160,2,1,0,1,1,0
AT1G71730,2,1,0,1,0,0
AT5G59810,4,1,0,1,1,0
ATMG00290,0,1,0,0,0,0
AT5G66480,0,1,0,0,0,0
AT5G65690,0,1,0,0,2,0
AT5G63400,0,1,0,0,0,0
AT5G58040,0,1,0,0,0,0
AT5G53820,0,1,0,0,0,0
AT5G53120,0,1,0,0,0,0
AT5G50810,0,1,0,0,0,0
AT5G49510,0,1,0,0,0,0
AT5G46580,0,1,0,0,0,0
AT5G44090,0,1,0,0,0,0
AT5G40050,0,1,0,0,1,0
AT5G37310,0,1,0,0,0,0
AT5G35840,0,1,0,0,1,0
